0,1,2,3,4,5,llama_7B_ga_followturn_20000/ckp10000_correct,llama_7B_ga_followturn_20000/ckp10000_choiceA_probs,llama_7B_ga_followturn_20000/ckp10000_choiceB_probs,llama_7B_ga_followturn_20000/ckp10000_choiceC_probs,llama_7B_ga_followturn_20000/ckp10000_choiceD_probs
A 10-N force at an angle 45° above the horizontal has a horizontal component of about,7 N,5 N,10 N,12 N,A,False,0.27194282,0.21178927,0.50805604,0.008211961
A completely submerged object always displaces its own,weight of fluid.,volume of fluid.,density of fluid.,All of these.,B,True,0.13204692,0.59179324,0.029463649,0.24669611
"When a diver points a flashlight upward toward the surface of the water at an angle 20° from the normal, the beam of light",totally internally reflects,passes into the air above,is absorbed,None of these,B,True,0.06848308,0.8342947,0.0776015,0.019620731
"According to four-dimensional geometry, the angles of a triangle add to 180°",always.,sometimes.,never.,on planet Earth only.,B,False,0.70468247,0.2592382,0.035084073,0.0009952586
A voltage will be induced in a wire loop when the magnetic field within that loop,changes,aligns with the electric field,is at right angles to the electric field,converts to magnetic energy,A,False,0.21820812,0.6721283,0.10307422,0.006589314
"Among these colors, the one that has the most energy per photon is",red,yellow-green,blue,violet,D,False,0.6757629,0.15078309,0.17085962,0.0025943662
"According to general relativity,",mass distorts spacetime.,gravity affects clocks.,light can’t escape from a black hole.,All of these.,D,False,0.069398575,0.45253554,0.025530308,0.45253554
A step-up transformer in an electric circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.015849702,0.7636814,0.2187984,0.0016705464
Spectral lines of the elements are,chaotic,ordered,positioned by amplitude,in phase,B,True,0.19100527,0.58833766,0.21643734,0.004219856
A wave transfers,amplitude,wavelength,frequency,energy,D,False,0.13918553,0.80095744,0.045186926,0.014670048
"Immediately after two separated charged particles are released from rest, both increase in acceleration. The sign of charge of the particles is therefore",the same,opposite,Either of these,Need more information,B,True,0.2966403,0.62798756,0.07500242,0.00036973096
The surface of planet Earth loses energy to outer space due mostly to,conduction,convection,radiation,radioactivity,C,False,0.77238375,0.17234212,0.049376838,0.0058972226
"In a series circuit, if the current in one lamp is 2 A, the current in the lamp next to it is","half, 1 A",2 A,Depends on which lamp is closer to the battery,Not enough information to say,B,True,0.08503569,0.91421974,0.00050564064,0.00023884774
"As a blinking light source approaching you gains speed, you see the frequency of flashes",increase.,decrease.,remain unchanged.,None of these.,A,False,0.17713068,0.70056546,0.12174002,0.00056376815
In the absence of air resistance a ball of mass m is tossed upward to reach a height of 20 m. At the 10-m position half way up the net force on the ball is,2mg,mg,mg/2,mg/4,B,True,0.18650405,0.7376378,0.060549,0.015309184
Pumice is a volcanic rock that floats in water. The density of pumice compared with that of water is,less.,equal.,greater.,none because it sinks.,A,False,0.31867272,0.67463017,0.0066138413,8.3255974e-05
When you look at the red petals of a rose the color light you're seeing is,red.,green.,white minus red.,a mixture of green and yellow.,A,True,0.94021654,0.053043388,0.006335129,0.00040499127
Compared with the sound you hear from the siren of a stationary fire engine the sound you hear when it approaches you has an increased,speed,frequency,wavelength,All of these,B,True,0.008078571,0.9337559,0.036205646,0.021959834
"When you squeeze an air-filled party balloon, you increase its",volume,mass,weight,density,D,False,0.08467394,0.9103306,0.004215667,0.00077981997
Polarization is a property of,transverse waves,longitudinal waves,all waves,None of these,A,False,0.16386756,0.6481088,0.18568628,0.0023374453
"In a vacuum, an object has no",buoyant force,mass,weight,All of these,A,False,0.020373711,0.36113268,0.02308644,0.5954071
Temperature is generally proportional to a substance’s,thermal energy.,vibrational kinetic energy.,average translational kinetic energy.,rotational kinetic energy.,C,True,0.36213195,0.19383527,0.41034928,0.03368352
"In a hydraulic press operation, the output piston cannot",move farther than the input piston,exceed the force input,exceed the input piston’s speed,produce increased energy,D,False,0.44656935,0.44656935,0.0996431,0.007218121
When a spinning system contracts in the absence of an external torque its rotational speed increases and its angular momentum,decreases,increases,remains unchanged,may increase or decrease,C,False,0.05337489,0.94609255,0.0004617833,7.081676e-05
"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",half the bend.,the same bend if the branch doesn’t break.,twice the bend.,4 times the bend.,C,True,0.0048376964,0.18153322,0.8135754,5.3741947e-05
When an increase in speed doubles the kinetic energy of a moving body its momentum,increases but less than doubles,doubles,more than doubles,depends on factors not stated,A,False,0.004599538,0.99322367,0.0016920755,0.00048478774
Suppose the number of neutrons in a reactor that is starting up doubles each minute reaching one billion neutrons in 10 minutes. When did the number of neutrons reach half a billion?,1 minute.,2 minutes.,5 minutes.,9 minutes.,D,False,0.151936,0.5303087,0.28385383,0.0339015
"If an object is already moving and the sum of all the vector forces on a mass is zero, then the object will",move at a constant speed in a straight line,accelerate at a constant rate in a straight line,come to rest,increase its amount of inertia,A,False,0.2970292,0.5549236,0.09643126,0.05161594
"Relativity equations for time, length, and momentum hold true for",everyday low speeds.,relativistic speeds.,Both of these.,Neither of these.,C,False,0.010734132,0.9662557,0.022724157,0.0002860549
Put a saucer of water on your table. A process that then occurs is,evaporation,condensation,Both,Neither,C,False,0.021457253,0.9123856,0.06609299,6.4156025e-05
A barometer that uses water instead of mercury will be,shorter,taller,equal in height,inoperable,B,True,0.17088649,0.67586917,0.1508068,0.0024375648
A heavy rock and a light rock in free fall (zero air resistance) have the same acceleration. The heavy rock doesn't have a greater acceleration because the,force due to gravity is the same on each.,air resistance is always zero in free fall.,inertia of both rocks is the same.,ratio of force to mass is the same.,D,False,0.646621,0.30544212,0.028410545,0.019526262
When an increase in speed doubles the momentum of a moving body its kinetic energy,increases but less than doubles,doubles,more than doubles,depends on factors not stated,C,False,0.0035841533,0.99378633,0.0021738987,0.00045567393
The equation E = mc^2 indicates that energy,equals mass moving at the speed of light squared.,equals moving mass.,is fundamentally different than mass.,and mass are closely related.,D,True,0.058525372,0.43244722,0.019000405,0.49002692
General relativity predicts that,light leaving the Sun is slowed by gravity.,light passing the Sun is deflected.,a clock on the Sun’s surface runs faster than on Earth.,All of these.,D,True,0.12123499,0.29082763,0.04459986,0.5433375
"When an element ejects an alpha particle, the atomic number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,A,False,0.28153372,0.46417063,0.24845265,0.005843046
"As more lamps are connected in parallel in a circuit, the current in the power source",increases,decreases,remains the same,Not enough information to say,A,True,0.6634402,0.31338698,0.022701675,0.00047115824
An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,30 km/h,40 km/h,50 km/h,60 km/h,C,False,0.08280688,0.8902578,0.020936856,0.00599851
The energy of an emitted photon is related to its,amplitude,polarization,momentum,frequency,D,False,0.12603849,0.3882259,0.30235064,0.18338493
Thermal conduction involves mainly,electrons,protons,neutrons,ions,A,False,0.40535352,0.5897859,0.003973946,0.00088670716
Compared with the current in an LED lamp the current in the connecting wire is,less.,more.,the same.,Need more information.,C,False,0.24302131,0.74855834,0.008315732,0.000104679624
Bow waves are produced by waves of water,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.10959126,0.809776,0.040316373,0.040316373
The speed of sound is slightly greater on a,cold day,hot day,day with steady temperature,None of these,B,True,0.20492761,0.6312215,0.15959778,0.004253137
"Consider two mercury barometers, one having a cross-sectional area of 1 cm2 and the other 2 cm2. The height of mercury in the narrower tube is",half,twice,the same,None of these,C,False,0.61894226,0.37540746,0.0036803654,0.0019699577
The second law of thermodynamics tells us that heat doesn’t flow from,hot to cold ever,cold to hot ever,hot to cold without external energy,cold to hot without external energy,D,False,0.5321521,0.36574244,0.06355651,0.038548972
In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,hydrogen.,oxygen.,nitrogen.,But all have the same speed on average.,A,True,0.36029124,0.21852769,0.3179559,0.10322517
"Compared with the power input, the power output of an ideal transformer is",greater,less,the same,Any of these,C,False,0.21507022,0.7506688,0.03298209,0.0012788543
The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,less than 0.8 N,0.8 N,greater than 0.8 N,dependent on the orientation of its body,B,True,0.032433853,0.9478561,0.0043894444,0.015320667
The vibrations in a longitudinal wave move in a direction,along and parallel to the wave,perpendicular to the wave,Both of these,Neither of these,A,False,0.18589531,0.7352302,0.06838707,0.010487495
The potential energy of a compressed spring and the potential energy of a charged object both depend on,the work done on them,motion,Both of these,Neither of these,A,False,0.011225677,0.6129012,0.37174338,0.0041296957
A step-up transformer in an electrical circuit can step up,voltage,energy,Both of these,Neither of these,A,False,0.01791376,0.76171243,0.21823427,0.0021394934
The neutrons in an atom are normally found,inside the nucleus,outside the nucleus,Either of these,Neither of these,A,True,0.46138632,0.35932803,0.14979021,0.02949544
The greenish-blue color of ocean water is due mostly to light that hasn’t been,absorbed,reflected,scattered,refracted,A,False,0.21694656,0.58972186,0.19145465,0.0018769555
Noise-canceling devices make use of sound,destruction,interference,resonance,amplification,B,True,0.012294301,0.9766573,0.010849682,0.00019871886
Black is the combination of,all the colors together,two or more appropriate colors,light when a prism is held upside down,None of these,D,False,0.008488211,0.9811038,0.009618402,0.0007895266
"In a circuit of two lamps in parallel, if the current in one lamp is 2 A, the current in the other lamp is",about 1 A,2 A,Depends on which lamp is closer to the battery,Not enough information to say,D,False,0.11912751,0.8802399,0.0004296409,0.000202948
Which of these changes when light refracts in passing from one medium to another?,Speed only,Wavelength only,Both speed and wavelength,Neither of these,C,True,0.08419664,0.4275858,0.4845182,0.003699342
"If the frequency of one source of sound is 500 Hz and a second sound source is 504 Hz, then when the two waves interfere with each other, the beat frequency will be",2 Hz,4 Hz,8 Hz,16 Hz,B,False,0.51219845,0.24194542,0.24194542,0.0039106836
The loudness of a sound is most closely related to its,frequency,period,wavelength,amplitude,D,False,0.040150043,0.91381073,0.031268883,0.014770375
The electric field inside the dome of a Van de Graaff generator is zero when the dome is,charged,uncharged,Either of these,Neither of these,C,False,0.3057495,0.64727175,0.036516573,0.010462173
The redness of a sunrise or sunset is due mostly to light that hasn’t been,absorbed,transmitted,scattered,polarized,C,False,0.3767353,0.4837377,0.13859318,0.0009338335
"When a nucleus of uranium-238 emits an alpha particle, left behind is",thorium-242,thorium-238,thorium-234,radium-214,C,False,0.4099789,0.46456695,0.11746092,0.007993315
The Doppler effect occurs when a source of sound moves,toward you,away from you,Both of these,None of these,C,False,0.057685062,0.90234625,0.039646327,0.00032222614
"When a proton is plucked from an atomic nucleus, the atom has a decrease in",charge,energy,mass,all of these,D,False,0.15486352,0.4209627,0.1988487,0.22532511
"If the Sun were twice as massive, its pull on Mars would be",unchanged,twice as much,half as much,four times as much,B,True,0.004607825,0.9950132,0.0002945684,8.4395266e-05
During the time an aircraft produces a sonic boom the aircraft is,breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,Each of these produces a sonic boom,C,True,0.046662044,0.30427474,0.34478846,0.30427474
"When food is exposed to gamma radiation, the food",becomes slightly radioactive,doesn’t become radioactive,will spoil faster,should be avoided,B,True,0.27961946,0.5223979,0.19217944,0.005803316
The red glow in the neon tube of an advertising sign is a result of,fluorescence.,coherence.,polarization.,de-excitation.,D,False,0.5987343,0.24958959,0.03377828,0.11789778
Light that is not transmitted by opaque materials is,reflected or converted to internal energy in the material.,mainly reflected.,mainly refracted.,transmitted at a lower frequency.,A,False,0.2343182,0.72175086,0.024696955,0.01923401
Imagine you're standing on the surface of a shrinking planet. If it shrinks to one-tenth its original diameter with no change in mass on the shrunken surface you'd weigh,1/100 as much,10 times as much,100 times as much,1000 times as much,C,False,0.27312723,0.24103393,0.2127117,0.27312723
A magnetic force acting on a beam of electrons can change its,direction,energy,Both of these,Neither of these,A,False,0.016659243,0.80268735,0.17910376,0.0015495511
Microscopic slush in water tends to make the water,more dense,less dense,more slippery,warmer,A,False,0.18690693,0.65236926,0.10004407,0.060679797
The speed of sound in air depends on,frequency.,wavelength.,air temperature.,All of these.,C,False,0.0214255,0.9110355,0.040028106,0.027510889
Heat comes from the Sun to Earth by the process of,conduction,convection,radiation,"All of these, although radiation is greatest",C,False,0.025041342,0.09904043,0.14410298,0.7318153
A torque is a force,like any other force,multiplied by a lever arm,that is fictitious,that accelerates things,B,True,0.16499235,0.7394444,0.08831404,0.007249257
All of the following are electromagnetic waves EXCEPT,microwaves,light waves,X-rays,None is outside the family; all are electromagnetic waves,D,True,0.009465296,0.4560635,0.0176835,0.51678765
Big brother and little sister can balance on a seesaw because of balanced,forces,torques,energies,All of these,B,True,0.046177905,0.56256205,0.12552457,0.26573548
Any atom that emits an alpha particle or beta particle,becomes an atom of a different element always.,may become an atom of a different element.,becomes a different isotope of the same element.,increases its mass.,A,False,0.11370104,0.8401434,0.032575894,0.013579653
Regelation occurs due to water’s,high specific heat,open-structured ice crystals,high rate of expansion,slight tendency to freeze when its temperature is lowered,B,True,0.0397966,0.9057664,0.014640351,0.0397966
"A big fish swims upon and swallows a small fish that is at rest. Right after lunch, the fattened big fish has a change in",speed,momentum,Both,Neither,A,False,0.11626987,0.5210854,0.35813642,0.004508272
A capacitor can store,charge,energy,Both of these,Neither of these,C,False,0.011688733,0.928551,0.059360277,0.00039996643
"For a tube closed at one end, the length of the tube at a frequency of 256 Hz will be",one-quarter the value for a tube open at both ends,one-half the value for a tube open at both ends,twice the value for a tube open at both ends,four times the value for a tube open at both ends,B,False,0.55065155,0.33398706,0.10842972,0.0069316803
The period of a 10-Hz wave is,1/10 s,1.0 s,10 s,None of these,A,False,0.015839517,0.97995627,0.0040048575,0.00019939011
If the Sun collapsed to become a black hole Planet Earth would,continue in its present orbit.,likely be sucked into the black hole.,be pulled apart by tidal forces.,Both C and D.,A,False,0.094004236,0.6129846,0.094004236,0.19900696
The electric field between a pair of oppositely charged parallel plates,gets weaker with distance inside the plates,follows the inverse-square law,Both of these,Neither of these,D,False,0.044707913,0.6171737,0.33034927,0.00776907
The flight of a blimp best illustrates,Archimedes’ principle,Pascal’s principle,Bernoulli’s principle,Boyle’s law,A,False,0.3127947,0.5843774,0.101549566,0.0012783204
The distance of your image behind a plane mirror is equal to,half your height,half your distance from the mirror,your distance in front of the mirror,more than your distance in front of the mirror,C,False,0.11784946,0.768475,0.10400178,0.009673673
The discrete orbits of electrons are best understood when modeled by,high-speed particles,particles on springs,waves,photons,C,False,0.29138613,0.4804145,0.22693174,0.0012676304
"Heat engines, such as a jet engine, are more efficient when run at",high temperatures,constant temperatures,low temperatures,a constant rate,A,False,0.19258653,0.7616945,0.04297186,0.0027470994
The phenomenon of interference occurs for,sound waves,light waves,Both of these,Neither of these,C,False,0.26522654,0.6362454,0.0975714,0.0009565563
As more lamps are connected in a series circuit the current in the power source,increases.,decreases.,remains much the same.,Need more information.,B,False,0.6351974,0.3399967,0.024629276,0.00017665366
"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",must be supplied by you,are included in the wire,may fall out—hence insulation,None of these,B,True,0.01077757,0.97016597,0.01776921,0.0012871972
When a uranium nucleus undergoes fission the energy released is primarily in the form of,gamma radiation.,kinetic energy of fission fragments.,kinetic energy of ejected neutrons.,All of these about equally.,B,False,0.0937009,0.08269075,0.78454804,0.039060347
Most of the radiation in Earth’s biosphere is,natural background radiation,the result of military activities,from nuclear power plants,in the form of cosmic rays,A,False,0.23773733,0.18515001,0.18515001,0.3919626
When white light enters a prism green light is bent more than,blue light.,violet light.,red light.,None of these choices is correct.,C,False,0.6427085,0.303594,0.046557646,0.007139846
When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,is mg,is greater than mg always,is less than mg always,may be greater or less than mg depending on the speed of the ball,B,True,0.26136714,0.55331427,0.045418803,0.13989976
"When a tin can is whirled in a horizontal circle, the net force on the can acts",inward,outward,upward,None of these,A,True,0.542338,0.42237327,0.030596618,0.0046921433
The highest ocean tides occur when Earth and the Moon are,lined up with the Sun,at right angles to the Sun,at any angle to the Sun,lined up during spring,A,True,0.7317385,0.06806228,0.18501247,0.015186748
"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",25 cm,25 m,50 cm,None of these,A,False,0.14706817,0.8463189,0.003919234,0.0026936478
"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",lower,higher,about the same,Can’t say,A,False,0.14479949,0.8332635,0.01959648,0.0023404658
The color of light most intense in the solar radiation curve is,infrared,red,yellow-green,violet,C,False,0.5464736,0.4255941,0.027207319,0.0007250505
"If the current in the filament of a lamp is 3 A, the current in the connecting wire is",less than 3 A,3 A,more than 3 A,Not enough information to say,B,True,0.03729873,0.961947,0.00046952176,0.00028477932
"If two protons and two neutrons are removed from the nucleus of neon-20, a nucleus of which element remains?",Magnesium-22,Magnesium-20,Oxygen-18,Oxygen-16,D,False,0.05927544,0.9272239,0.013226138,0.00027449973
"If a star that is 20 light-years from Earth explodes, gravitational waves from the explosion would reach Earth in",less than 20 years.,20 years.,more than 20 years.,None of these.,B,True,0.067299314,0.92903835,0.0033506355,0.00031165764
"In a mixture of hydrogen, oxygen, and nitrogen gases at a given temperature, the fastest molecules on average are those of",hydrogen,oxygen,nitrogen,All have same average speed,A,True,0.4725528,0.28661776,0.13538864,0.10544079
The mutual induction of electric and magnetic fields can produce,light,energy,Both of these,Neither of these,A,False,0.011237951,0.7878412,0.19919746,0.0017233957
"When a model car speeds up to three times its original speed, its kinetic energy is",the same,twice as great,three times greater,None of these,D,False,0.0043035652,0.4974245,0.4974245,0.0008474223
"If an iron nucleus split in two, its fission fragments would have",less mass per nucleon,more mass per nucleon,the same mass per nucleon,either more or less mass per nucleon,B,True,0.26582217,0.38676897,0.30121598,0.046192966
The surface of Planet Earth loses energy to outer space due mostly to,conduction.,convection.,radiation.,radioactivity.,C,False,0.6503102,0.21112481,0.12805368,0.010511286
The direction of natural processes is from states of,higher order to lower order,lower order to higher order,disorganization to organization,disorder to equilibrium,A,False,0.069120556,0.5107357,0.35102317,0.069120556
A principal source of the Earth’s internal energy is,tidal friction.,gravitational pressure.,radioactivity.,solar radiation.,C,False,0.04196844,0.9551972,0.0026829524,0.0001513618
A diffraction grating relies on light,interference,amplitudes,variations in brightness,being composed of photons,A,False,0.22594544,0.17596647,0.42212164,0.17596647
A satellite in Earth orbit is above Earth’s,atmosphere,gravitational field,Both,Neither,A,False,0.077598125,0.5733769,0.34777066,0.0012542569
The time it takes for a pendulum swinging to and fro refers to its,frequency,period,wavelength,amplitude,B,True,0.005905291,0.9931172,0.0007991942,0.00017832434
"As entropy in a system increases, energy in the system",becomes more ordered,becomes less ordered,reaches equilibrium,moves toward destruction,B,True,0.039865177,0.90732723,0.039865177,0.012942327
"When water changes to steam, energy is",absorbed by the water,released by the water,conserved as the phase change occurs,changed to a different form,A,False,0.048613805,0.21787195,0.67109287,0.062421363
"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",twice as strong,four times as strong,half as strong,one-fourth as strong,B,True,0.15283462,0.4707638,0.3666312,0.009770391
"The factors, both of which will increase the magnetic field strength of an electromagnet, are",increased electrical current and fewer coils of wire,increased diameter of coil and an increase in the number of coils,an increase in the electrical current and using a strong ferromagnetic material like iron,using an air core instead of iron and increasing the diameter of the coil,C,True,0.06915095,0.30991307,0.5789938,0.04194217
The team that wins in a tug-of-war is the team that,produces more tension in the rope than the opponent,pushes hardest on the ground,Both,Neither,B,False,0.11792957,0.41161466,0.4664205,0.004035328
Which type of radiation from cosmic sources predominates on the inside of high-flying commercial airplanes?,Alpha,Beta,Gamma,None of these,C,True,0.08443929,0.3339639,0.4859146,0.095682256
Thermal convection involves mainly,radiant energy,fluids,insulators,All of these,B,True,0.019869111,0.9573474,0.015474079,0.0073094377
A 10-Ω resistor carries 10 A. The voltage across the resistor is,0,more than 0 but less than 10 V,10 V,more than 10 V,D,False,0.02956828,0.10320344,0.8641118,0.0031164738
A cannonball is fired horizontally at 10 m/s from a cliff. Its speed one second after being fired is about,10 m/s,14 m/s,16 m/s,20 m/s,B,True,0.3096663,0.6555636,0.025418958,0.009351112
The average speed of a gazelle traveling a distance of 2 km in a time of one-half hour is,1 km/h,2 km/h,4 km/h,greater than 4 km/h,C,False,0.012367436,0.9824671,0.0011503507,0.004015119
The metal detectors people walk through at airports operate via,Ohm’s law,Faraday’s law,Coulomb’s law,Newton’s laws,B,True,0.034254782,0.53583497,0.4173087,0.012601631
Sound travels in,solids,liquids,gases,All of these,D,False,0.11431809,0.8447028,0.025507813,0.015471271
When a fusion reaction converts a pair of hydrogen isotopes to an alpha particle and a neutron most of the energy released is in the form of,gamma radiation.,kinetic energy of the alpha particle.,kinetic energy of the neutron.,All of these about equally.,C,True,0.26319745,0.0854477,0.49171755,0.15963732
Polarization is a property of,transverse waves.,longitudinal waves.,all waves.,None of these.,A,False,0.24421121,0.58583224,0.16784374,0.002112841
The phenomenon of beats results from sound,reflection.,refraction.,interference.,All of these.,B,True,0.049572725,0.47033292,0.47033292,0.009761448
"The lowest possible temperature is absolute zero, at",0 kelvin,−273°C,Both are the same,None of these,C,False,0.21907182,0.76463574,0.015869508,0.00042290808
Refraction occurs when a wave crosses a boundary and changes,speed and direction,intensity,frequency,amplitude,A,False,0.10753294,0.7945669,0.07390624,0.023993842
"When you tap a piece of wood, it will produce a characteristic sound related to its",wavelength,amplitude,period,natural frequency,D,False,0.18557777,0.64773005,0.14452812,0.022164103
"When wind speeds up as it blows over the top of a hill, atmospheric pressure there",increases,decreases,isn’t affected,reduces to zero,B,True,0.08475446,0.9111963,0.003723851,0.00032538647
"When white light passes through a prism, the light that bends more than green is",red,yellow,blue,None of these,C,False,0.52491474,0.28096664,0.19310534,0.0010133239
"If you travel at high speed, then compared with your friends who “stay at home,” you are",older.,younger.,neither younger nor older.,longer.,B,True,0.27956387,0.6706389,0.048580922,0.0012161996
The component of velocity that can remain constant for a tossed baseball is,horizontal,vertical,Either of these,None of these,A,False,0.37666303,0.54804146,0.074169345,0.001126202
The crystals that make up minerals are composed of,atoms with a definite geometrical arrangement.,molecules that perpetually move.,X-ray patterns.,3-dimensional chessboards.,A,True,0.9118719,0.074851006,0.013007154,0.00026995485
"Two vectors, one 3 N and the other 4 N, can have a resultant of",0 N,5 N,8 N,Any of these,B,True,0.040842313,0.8203398,0.09797562,0.040842313
Radioactivity has been around on Earth since the,middle of the 1900s,Industrial Revolution,advent of medical technology,Earth formed,D,False,0.3889366,0.34323534,0.20818277,0.059645362
"When the shadow of the Moon falls on Earth, we have a",lunar eclipse.,solar eclipse.,solar eclipse if it’s daytime and lunar eclipse if it’s nighttime.,very dangerous event.,B,False,0.6623504,0.14779036,0.18976657,9.262416e-05
"In both fission and fusion, energy is released while mass",decreases,remains unchanged; is conserved,increases,may decrease or increase,A,False,0.04127169,0.8289641,0.12712577,0.0026384112
"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",remain unchanged,decrease,increase,spread out uniformly,C,False,0.013788337,0.9666371,0.015624233,0.003950425
"If the volume of an object were to double, with no change in mass, its density would",halve.,double.,be the same.,None of these.,A,False,0.005209887,0.99282867,0.0011624828,0.000798962
The pressure at the bottom of a pond does NOT depend on the,acceleration due to gravity.,water density.,depth of the pond.,surface area of the pond.,D,False,0.082971744,0.5410437,0.37185353,0.0041309195
The blueness of the daytime sky is due mostly to light,absorption,transmission,reflection,scattering,D,False,0.09886539,0.8277898,0.05996489,0.013379975
A galvanometer can be calibrated to read electric,current,voltage,Either of these,Neither of these,C,False,0.032945506,0.74983627,0.2148317,0.0023865646
Which of these temperatures is likely when a container of water at 20°C is mixed with water at 28°C?,19°C,22°C,30°C,Higher than 30°C,B,False,0.095318936,0.17807922,0.17807922,0.5485226
To view your full-face image in a steamy mirror compared with the height of your face the minimum height of the patch to wipe away is,one-quarter.,one-half.,the same.,dependent on your distance from the mirror.,B,True,0.083143696,0.89387894,0.021022018,0.0019553523
The vibrations in a transverse wave move in a direction,along the wave,perpendicular to the wave,Both of these,Neither of these,B,True,0.0059057055,0.99318695,0.00020208213,0.00070533593
A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,1131 Hz,1134 Hz,1137 Hz,More information is needed,D,False,0.092446916,0.8771119,0.030013118,0.00042811414
Huygens’ principle for light is primarily described by,waves,rays,particles,photons,A,True,0.86853725,0.08078655,0.04899952,0.0016766713
"When the temperature of a strip of iron is increased, the length of the strip",also increases.,actually decreases.,may increase and may decrease.,decreases in width as it gets longer.,A,False,0.10519971,0.88082635,0.012564313,0.0014096769
"When light undergoes interference, it can sometimes",build up to more than the sum of amplitudes,cancel completely,Both of these,Neither of these,B,True,0.30627352,0.50495964,0.18576428,0.0030025998
When the color yellow is seen on your TV screen the phosphors being activated on the screen are,mainly yellow.,blue and red.,green and yellow.,red and green.,D,False,0.4440341,0.3458141,0.20974685,0.0004049067
